date,district,area,year,room,floor,evelator,parking,warehouse,value,type
1401/04/14,تهرانپارس خ 132غربی,75,7,2,مختلف,"کولر,آسانسور,پکیج,گاز",yes,yes,4125000000,آپارتمان
1401/09/05,طالقانی خ سمیه,136,30,3,4,"کولر,گاز",yes,yes,5440000000,اداری
1401/09/06,قیطریه حكمت خ كریمی,106,15,3,3,"کولر,آسانسور,پکیج,گاز",yes,yes,7738000000,اداری
1401/03/26,آزادی جنب دانشگاه شریف ك غدیر,105,2,2,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,4305000000,آپارتمان
1401/09/24,جشنواره نرسیده به هلال احمر,260,30,4,كلی,"کولر,گاز",,,37000000000,مستغلات
1401/10/03,انقلاب خ اردیبهشت,310,15,7,كلی,"کولر,پکیج,گاز",yes,,17500000000,مستغلات
1401/09/26,هفت تیر خ بهارشمالی,464,30,8,كلی,"کولر,گاز",,,18050000000,مستغلات
1401/06/24,قلهك خ یخچال نرسیده به وارسته,110,5,2,1,"کولر,آسانسور,گاز",yes,yes,10500000000,آپارتمان
1401/09/14,دهكده المپیك روبروی درب غربی استادیوم,0,,0,كلی,,,,110000000000,زمین
1401/03/26,سعادت آباد آسمانها,50,30,1,3,"کولر,گاز",,,2800000000,آپارتمان
1401/08/29,جمالزاده خ صدوقی,120,8,3,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,7440000000,آپارتمان
1401/09/06,سوهانك نرسیده به اراضی جهاد كشاورزی,0,,0,كلی,,,,5800000000,زمین
1401/06/28,امیرآباد كارگر شمالی,250,,0,كلی,,,,22000000000,کلنگی
1401/03/26,بزرگراه رسالت خ عبادی,150,نوساز,2,مختلف,"آسانسور,پکیج,گاز",yes,,8250000000,اداری
1401/03/26,نامجو كوچه افضلی,45,17,1,2,"کولر,گاز",,yes,1450000000,آپارتمان
1401/08/19,سبلان شمالی خ حیدری,43,نوساز,1,3,"کولر,گاز",yes,yes,1650000000,آپارتمان
1401/07/02,هنگام خ طاهرخانی,800,30,16,كلی,"کولر,گاز",,,31200000000,مستغلات
1401/07/20,اشرفی اصفهانی باغ فیض,1150,نوساز,20,كلی,"آسانسور,پکیج,گاز",yes,yes,95000000000,اداری
1401/09/05,نیرو هوایی خ 30متری,148,30,3,2,"کولر,پاسیو,گاز",,,5180000000,اداری
1401/08/12,هنگام شمیران نو,150,30,3,كلی,"کولر,گاز",,,5500000000,مستغلات
1401/09/22,الهیه نرسیده به خ مهدیه,185,16,3,1,"شوفاژ,آسانسور,استخر,سونا,جکوزی",yes,yes,20350000000,آپارتمان
1401/03/26,نبرد جنوبی مسلم جنوبی كوچه 5 پلاك51,83,20,2,4,"کولر,گاز",,yes,1900000000,آپارتمان
1401/09/12,سبلان جنوبی نرسیده به ك شهید آقارضی,65,5,2,1,"کولر,پکیج,گاز",,yes,2600000000,آپارتمان
1401/08/10,شهر زیبا بلوار تعاون,120,نوساز,2,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,6500000000,آپارتمان
1401/03/26,تهرانپارس خ استخر,65,17,2,3,"کولر,گاز",,yes,2150000000,آپارتمان
1401/03/26,بزرگراه محلاتی خ فتح اللهی بعداز خ كیانی روبروی كوچه مرادی پلاك 75 واحد7,78,6,2,4,"شوفاژ,آسانسور,پکیج,گاز",yes,yes,2600000000,آپارتمان
1401/05/11,اتوبان بابایی شهرك البرز,97,7,2,9,"شوفاژ,آسانسور,گاز",yes,yes,3900000000,آپارتمان
1401/03/26,فرجام غربی خ عبادی جنوبی,260,30,6,كلی,"کولر,گاز",,,10300000000,مستغلات
1401/10/03,بلوار فردوس شرق خ ولیعصر,360,30,6,كلی,"شوفاژ,کولر",yes,yes,35000000000,مستغلات
1401/03/26,سبلان جنوبی خ كیایی,170,,0,كلی,,,,3500000000,کلنگی
1401/03/26,تهران پارس بلوار پروین ك 198,72,20,2,4,"شوفاژ,کولر,گاز",yes,yes,2376000000,آپارتمان
1401/09/12,جنت آباد جنوبی چهارباغ غربی,29,17,0,همكف,,,,7250000000,مغازه
1401/08/29,پیروزی خ سردار گمنام,160,نوساز,3,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,9600000000,آپارتمان
1401/08/25,ولنجك بلوار دانشجو,28,15,0,همكف,"شوفاژ,کولر",yes,yes,19600000000,مغازه
1401/04/29,پیچ شمیران خ حقوقی,100,29,2,3,"شوفاژ,کولر,حیاط",yes,yes,3000000000,آپارتمان
1401/03/26,شهران بلوار كوهسار شهرك بهاران,87,نوساز,2,1,"کولر,آسانسور,پکیج",yes,yes,4350000000,آپارتمان
1401/03/26,شهران بلوار كوهسار شهرك بهاران,110,نوساز,2,3,"کولر,آسانسور,پکیج",yes,yes,5885000000,آپارتمان
1401/10/05,پیروزی خ تاجری,140,,0,كلی,,,,6500000000,کلنگی
1401/09/19,میدان نامجو نرسیده به ك بانك ملی,180,30,2,كلی,"کولر,گاز",,,8500000000,مستغلات
1401/10/04,شریعتی بالاتر از میرداماد,17,14,0,2,"کولر,گاز",,,2500000000,مغازه
1401/03/26,نامجو(گرگان) نرسیده به ك اقبالی,58,20,1,4,"کولر,گاز",,,1305000000,آپارتمان
1401/08/12,شهرك اكباتان كوی بیمه خ ریاحی برجهای دوقلو برج B,110,نوساز,2,10,"کولر,آسانسور,پکیج,گاز",yes,yes,5280000000,آپارتمان
1401/09/24,اوین دركه,143,1,3,1,"کولر,فن کوئر,آسانسور,چیلر,گاز",yes,yes,17000000000,آپارتمان
1401/09/29,خواجه نصیر بالاتر از چهارراه نامجو,82,22,2,4,"کولر,گاز",,,2460000000,آپارتمان
1401/05/09,وحیدیه خ زركش,180,,0,كلی,,,,6400000000,کلنگی
1401/10/01,فرمانیه بلوار اندرزگو,130,,0,كلی,,,,77280000000,کلنگی
1401/03/28,انتهای 17 شهریور شهرك سجادیه,64,30,2,2,"کولر,گاز",,,980000000,آپارتمان
1401/08/29,فرمانیه بلوار اندرزگو,127,نوساز,3,6,"شوفاژ,کولر,آسانسور,گاز",yes,yes,14605000000,اداری
1401/03/28,میرداماد نرسیده به خ قبادیان,88,نوساز,0,4,"آسانسور,پکیج,گاز",yes,,7920000000,اداری
1401/09/21,هروی حسین آباد خ آزادی,195,,3,كلی,"کولر,گاز",,yes,20000000000,کلنگی
1401/09/24,عباس آباد میدان تختی,120,نوساز,3,1,"کولر,گاز",yes,,13000000000,اداری
1401/05/03,اشرفی اصفهانی باغ فیض خ باهنر,134,9,3,5,"شوفاژ,کولر,آسانسور",yes,yes,8800000000,آپارتمان
1401/09/21,پیروزی خ دهم فروردین,128,نوساز,3,2,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,,5504000000,آپارتمان
1401/10/04,جلال آل احمد نرسیده به پل آزمایش,58,نوساز,2,1,"آسانسور,پکیج,گاز",yes,yes,4060000000,اداری
1401/09/17,شریعتی بالاتر از مترو قلهك خ یزدانیان,240,25,4,كلی,"کولر,حیاط,گاز",,,25350000000,مستغلات
1401/09/02,سراج خ سروش,80,30,1,كلی,"کولر,گاز",,,19800000000,مستغلات
1401/09/27,ستاری كشاورز,250,,4,كلی,"شوفاژ,کولر,گاز",,,72000000000,کلنگی
1401/09/27,گلبرگ غربی نرسیده به خ صفائی,198,,0,كلی,,,,8500000000,کلنگی
1401/09/16,اشرفی اصفهانی باغ فیض,183,نوساز,0,همكف,گاز,,yes,45000000000,تجاری
1401/09/22,بنی هاشم نرسیده به میدان بنی هاشم,50,نوساز,0,3,"شوفاژ,کولر,آسانسور,گاز",yes,,4250000000,اداری
1401/06/28,بزرگراه رسالت خ حیدرخانی,163,,0,كلی,,,,8000000000,کلنگی
1401/09/30,نیرو هوایی خ 30متری,160,,0,كلی,,,,16100000000,کلنگی
1401/03/28,پیروزی خ پرستار,235,,0,كلی,,,,28000000000,کلنگی
1401/10/05,جردن نرسیده به خ بابك بهرامی,192,22,3,6,"کولر,آسانسور,چیلر,گاز",yes,yes,15360000000,آپارتمان
1401/03/28,جشنواره خ امین,100,5,2,4,"کولر,آسانسور,پکیج,گاز",yes,yes,3200000000,آپارتمان
1401/04/07,تهران پارس خ استخر,66,9,2,1,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,2550000000,آپارتمان
1401/03/28,اتوبان بابایی شهرك بهشتی,75,15,2,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,2625000000,آپارتمان
1401/03/28,تهران پارس وفادار شرقی خ سازمان گوشت,65,نوساز,2,4,"کولر,آسانسور,پکیج,گاز",,yes,1900000000,آپارتمان
1401/08/07,كن سولقان,100,30,2,كلی,"کولر,گاز",,,10000000000,ویلا
1401/09/22,مجیدیه جنوبی خ استاد حسن بنا جنوبی,71,30,2,زیرهمكف,"شوفاژ,کولر,گاز",,yes,2094000000,آپارتمان
1401/03/28,جشنواره خ زهدی,43,9,1,5,"شوفاژ,کولر,آسانسور,پکیج,گاز",,yes,1505000000,آپارتمان
1401/09/19,گلبرگ غربی خ مدنی شمالی,91,18,2,3,"شوفاژ,کولر,گاز",yes,yes,3700000000,آپارتمان
1401/10/04,مجیدیه شمالی بالاتراز میدان ملت,22,9,0,همكف,گاز,,yes,11000000000,مغازه
1401/03/28,تهران پارس بلوار پروین بین 135و137,39,15,1,همكف,"کولر,گاز",,yes,1280000000,آپارتمان
1401/09/28,تهران پارس بلوار پروین بین 135و137,70,30,2,4,"کولر,گاز",,yes,2350000000,آپارتمان
1401/09/26,سبلان شمالی نرسیده به میدان,12,30,0,همكف,"کولر,گاز",,,2000000000,مغازه
1401/04/29,پیروزی خ زاهد گیلانی,160,,0,كلی,,,,4000000000,کلنگی
1401/03/28,سراج والاییان,15,10,0,همكف,"کولر,گاز",,,1150000000,مغازه
1401/03/28,تهران پارس خ 206,64,18,2,4,"کولر,گاز",,yes,2600000000,آپارتمان
1401/06/07,گلبرگ غربی خ گلشن دوست,52,17,2,2,"شوفاژ,کولر,گاز",,yes,2600000000,اداری
1401/03/28,اشرفی اصفهانی نرسیده به خ پیامبر,95,5,2,2,"کولر,آسانسور,پکیج",yes,yes,6700000000,آپارتمان
1401/03/28,چهارراه یافت اباد تولید دارو خیابان شهید عباسی كوچه ی هادی سهی,103,4,2,2,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,,2678000000,آپارتمان
1401/03/28,فلاح خیابان سجاد شمالی كوچه ابراهیمی پلاك 35,49,4,1,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,1323000000,آپارتمان
1401/03/29,فرجام چهارراه خاور,74,6,2,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,3100000000,آپارتمان
1401/03/29,تهرانپارس خ 222,117,نوساز,3,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,6100000000,آپارتمان
1401/03/29,حكیمیه پیام,129,4,3,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,5550000000,آپارتمان
1401/03/29,تهرانپارس خ استخر,85,7,2,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,3450000000,آپارتمان
1401/05/11,شهرآرا خ پاتریس,105,27,2,3,"شوفاژ,کولر,گاز",yes,yes,5565000000,آپارتمان
1401/03/29,جمالزاده شمالی بالاتراز بلواركشاورز,70,11,2,1,"شوفاژ,کولر,آسانسور,گاز",,yes,3100000000,آپارتمان
1401/09/10,بلوارمرزداران خ جانبازان,118,نوساز,2,7,"کولر,آسانسور,گاز",yes,yes,9440000000,آپارتمان
1401/09/12,بلوارمرزداران خ جهاد,181,نوساز,3,3,"کولر,آسانسور,گاز",yes,yes,20815000000,آپارتمان
1401/03/29,دروس خ هدایت,120,6,2,زیرهمكف,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,12000000000,آپارتمان
1401/03/29,دروس قبا بالاتر از مسجد,156,8,3,1,"کولر,آسانسور,گاز",yes,yes,12950000000,آپارتمان
1401/03/29,دبستان نرسیده به خ آریان محمودی,110,15,3,3,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,5200000000,آپارتمان
1401/03/29,پیروزی خ نبرد شمالی,75,13,2,4,"کولر,چیلر,پکیج,گاز",yes,yes,2500000000,آپارتمان
1401/09/13,بزرگراه صدر بلوار كاوه جنوبی,90,7,2,5,"آسانسور,گاز",yes,,13500000000,اداری
1401/03/29,تهرانپارس بلوار پروین خ 220,62,20,2,1,"کولر,گاز",yes,yes,2000000000,آپارتمان
1401/10/04,پاسداران شمالی خ نارنجستان,905,4,0,كلی,"آسانسور,گاز",yes,yes,120000000000,اداری
1401/09/15,آرژانتین خ الوند,270,26,4,همكف,"شوفاژ,کولر",yes,yes,17550000000,اداری
1401/10/05,انقلاب بین كالج و ولیعصر,60,30,2,2 واحد,"کولر,گاز",,,2100000000,تجاری
1401/08/21,خ مازندران كرمی نوری,110,30,2,كلی,"کولر,گاز",,yes,3078000000,مستغلات
1401/09/12,بلوارمرزداران خ اطاعتی,455,30,9,كلی,"کولر,گاز",,yes,41535000000,مستغلات
1401/03/29,اشرفی اصفهانی بالاترازحكیم خ درخشانی,83,7,2,1,"کولر,آسانسور,گاز",yes,yes,5727000000,آپارتمان
1401/08/29,یوسف آباد نبش فتحی شقاقی,80,14,1,4,"شوفاژ,کولر,آسانسور,چیلر,پکیج,گاز",yes,,5600000000,اداری
1401/03/29,پاسداران خ گلستان,87,نوساز,1,1,"شوفاژ,آسانسور,گاز",yes,yes,9570000000,اداری
1401/09/01,بلوارمرزداران خ ایثار خ بهار,283,30,7,كلی,"کولر,گاز",,yes,18000000000,مستغلات
1401/10/01,كن روبروی سعیدآباد,0,,0,كلی,,,,50400000000,زمین
1401/05/10,سبلان شمالی خ برادران فتاحی,80,,0,كلی,,,,2200000000,کلنگی
1401/03/29,تهران نو خ ابوریحان,162,1,3,1,"شوفاژ,کولر,آسانسور,گاز",yes,yes,8586000000,آپارتمان
1401/05/11,ستارخان میدان توحید,115,نوساز,3,1,"کولر,آسانسور,پکیج",yes,yes,6900000000,آپارتمان
1401/09/22,دهكده المپیك میدان لاله,0,,0,كلی,,,,30000000000,زمین
1401/10/03,ستاری خ زیتون غربی,0,,0,كلی,,,,9100000000,کلنگی
1401/09/19,سعادت آباد خ علامه جنوبی,13,نوساز,0,همكف,گاز,,,3200000000,مغازه
1401/05/09,نظام آباد خ مدنی جنوبی,110,,0,كلی,,,,5500000000,کلنگی
1401/09/09,الهیه خ خیام,156,15,3,3,"کولر,گاز",yes,yes,18720000000,آپارتمان
1401/09/16,خواجه عبداله ك ششم,108,نوساز,2,4,"شوفاژ,کولر,آسانسور,گاز",yes,yes,9720000000,آپارتمان
1401/08/10,الهیه خ خزر,220,درحال ساخت,3,2,"کولر,آسانسور,استخر,پکیج,سونا,جکوزی,گاز",yes,yes,39600000000,آپارتمان
1401/07/24,تهران پارس خ 206,66,28,1,3,"شوفاژ,کولر",,yes,2450000000,آپارتمان
1401/10/04,وحیدیه زركش خ نجاری,60,نوساز,1,1,"شوفاژ,کولر,آسانسور,گاز",yes,yes,2450000000,آپارتمان
1401/09/21,اشرفی اصفهانی سیمون بولیوار اقبال پور,150,13,4,كلی,"شوفاژ,کولر,گاز",yes,,12500000000,مستغلات
1401/09/30,اوین هشترودی,147,5,3,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,16170000000,آپارتمان
1401/08/28,شریعتی روبروی حسینیه ارشاد,83,30,2,3,,,,4000000000,اداری
1401/09/19,اشرفی اصفهانی بالاتراز همت گلستان شرقی,300,30,6,كلی,"شوفاژ,کولر,فن کوئر,گاز",,yes,32000000000,مستغلات
1401/08/07,نظام آباد خ مدنی جنوبی نرسیده به امام حسین,60,15,1,4,"کولر,گاز",,yes,1500000000,آپارتمان
1401/03/29,پونك خ فكوری,70,20,2,1,"شوفاژ,کولر,گاز",yes,yes,4000000000,آپارتمان
1401/09/03,جنت آباد بالاتر از همت,13,15,0,زیرهمكف,,,,3500000000,مغازه
1401/09/12,اشرفی اصفهانی سیمون بولیوار,72,18,1,همكف,"شوفاژ,کولر,گاز",,yes,4900000000,اداری
1401/03/29,تهران پارس خ 162شرقی,58,20,1,2,"شوفاژ,کولر,پکیج,گاز",yes,yes,2270000000,آپارتمان
1401/05/11,صادقیه بالاتر از فلكه اول,733,30,16,كلی,"شوفاژ,کولر",yes,yes,38000000000,مستغلات
1401/09/19,نارمك خ 46 متری غربی خ دین محمدی,50,,0,كلی,,,,3400000000,کلنگی
1401/03/29,تهران پارس بلوار پروین بین 133و135,96,3,2,5,"کولر,آسانسور,پکیج,گاز",yes,yes,3850000000,آپارتمان
1401/08/25,كن سولقان شهرك شهید عسگری,73,8,1,3,"کولر,آسانسور,پکیج",,yes,1500000000,آپارتمان
1401/03/29,ستارخان خ شادمان,107,13,2,2,"کولر,آسانسور,پکیج,گاز",yes,yes,4900000000,آپارتمان
1401/03/29,طرشت خ بایندریها,100,15,2,4,"شوفاژ,کولر,گاز",yes,yes,3650000000,آپارتمان
1401/03/29,میدان رسالت خ مدنی شمالی میدان 98,73,20,2,2,"شوفاژ,کولر,گاز",yes,yes,2900000000,آپارتمان
1401/03/29,تهران پارس بین گیو و كادوس,70,18,2,2,"شوفاژ,کولر,گاز",yes,yes,2900000000,آپارتمان
1401/04/26,شهر زیبا بلوارتعاون شربیانی غربی,88,3,2,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,4400000000,آپارتمان
1401/09/09,گلبرگ غربی خ گلستان خ بزرگیان ك حسینی,160,,0,كلی,,,,11000000000,کلنگی
1401/06/02,شهرزیبا خ شربیانی خ نیلوفر,80,نوساز,2,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,5200000000,آپارتمان
1401/08/05,پونك میدان عدل,200,,2,كلی,,,,39600000000,کلنگی
1401/05/23,انتهای همت غرب چیتگر شمالی,75,1,2,مختلف,"شوفاژ,کولر,آسانسور",yes,yes,2625000000,آپارتمان
1401/09/26,ولیعصر میدان ولیعصر ابتدا بلواركشاورز,105,30,3,4,"کولر,آسانسور,چیلر",,,4500000000,اداری
1401/03/29,نارمك خ 46 متری غربی نرسیده به چهارراه تلفنخانه,48,26,2,3,"شوفاژ,کولر,پکیج",,yes,1400000000,آپارتمان
1401/08/18,میدان انقلاب ابتدا خ آزادی بین بانك كشاورزی و بانك سینا,20,30,0,همكف,,yes,,3000000000,مغازه
1401/09/19,اشرفی اصفهانی خ باهنر,500,30,5,كلی,"کولر,گاز",,yes,69300000000,مستغلات
1401/03/29,شهرك غرب خ هرمزان,250,20,4,8,"کولر,آسانسور,گاز",yes,yes,25000000000,آپارتمان
1401/09/20,فرمانیه بلوار اندرزگو,150,نوساز,0,مختلف,"شوفاژ,کولر,آسانسور,گاز",yes,yes,34500000000,اداری
1401/09/30,جنت آباد جنوبی بعد از پاساژ سمرقند,16,15,0,3,,,,4100000000,مغازه
1401/04/11,تهران پارس بین عادل و زرین,55,15,1,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,2800000000,آپارتمان
1401/03/29,جشنواره خ احسان,99,نوساز,2,1,"کولر,آسانسور,پکیج,گاز",yes,yes,2800000000,آپارتمان
1401/03/29,دلاوران تكاوران,61,20,1,زیرهمكف,"شوفاژ,کولر,حیاط,پاسیو,گاز",yes,yes,1800000000,آپارتمان
1401/09/30,جنت آباد جنوبی بعد از پاساژ سمرقند,34,15,0,همكف,,yes,,15300000000,مغازه
1401/09/29,شریعتی خ ملك,240,20,4,1,"شوفاژ,کولر,پکیج",,yes,18000000000,آپارتمان
1401/03/29,جشنواره خ زهدی,55,6,1,4,"کولر,آسانسور,پکیج,گاز",yes,yes,1870000000,آپارتمان
1401/06/23,شهران خ كوهسار,122,نوساز,2,3,"کولر,آسانسور,پکیج",yes,yes,6100000000,آپارتمان
1401/05/11,بلوار فردوس خ اعتمادیان,83,21,2,5,"آسانسور,گاز",yes,,4600000000,اداری
1401/03/29,اختیاریه جنوبی ك رشیدی,91,12,2,2,"شوفاژ,کولر,آسانسور,پکیج",,yes,5915000000,آپارتمان
1401/05/10,نظام آباد خ مدنی جنوبی,152,2,3,2,"شوفاژ,کولر,آسانسور,پکیج",yes,yes,4864000000,آپارتمان
1401/03/29,پونك چهاردیواری,91,13,2,1,"شوفاژ,کولر",yes,,4860000000,آپارتمان
1401/04/09,خواجه نصیر نرسیده به خ طاهریان,68,18,2,6,"کولر,آسانسور,پکیج",yes,yes,3250000000,آپارتمان
1401/03/29,شهران خ نیرو,146,6,3,6,"کولر,آسانسور,پکیج",yes,yes,11680000000,آپارتمان
1401/03/29,سبلان شمالی خ فتاحی خ داوودآبادی,42,17,1,2,"کولر,گاز",,yes,1300000000,آپارتمان
1401/03/29,دلاوران والاییان جنوبی,71,10,2,1,"شوفاژ,کولر,آسانسور,حیاط خلوت,گاز",yes,yes,2840000000,آپارتمان
1401/03/29,نظام آباد خ مدنی جنوبی خ فتاحی منش,101,7,2,2,"کولر,آسانسور,پکیج",yes,yes,3232000000,آپارتمان
1401/08/28,سبلان جنوبی نرسیده به ك دولت آبادی,30,11,1,4,"کولر,پکیج",yes,,1200000000,آپارتمان
1401/03/29,آیت الله كاشانی خ گلها,350,,5,كلی,"شوفاژ,کولر,گاز",,,32400000000,کلنگی
1401/03/30,تهرانپارس خ استخر,61,14,1,5,"شوفاژ,کولر,آسانسور,گاز",,,2013000000,آپارتمان
1401/03/30,تهرانپارس بلوار پروین خ 222,53,18,1,1,"کولر,پکیج,گاز",yes,yes,1820000000,آپارتمان
1401/05/25,تهرانپارس خ 118,103,18,2,5,"شوفاژ,کولر,آسانسور,گاز",,yes,4000000000,آپارتمان
1401/03/30,طالقانی خ سرپرست,83,22,2,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,3600000000,آپارتمان
1401/03/30,شهرك اكباتان كوی بیمه بیمه سوم,90,8,2,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,4200000000,آپارتمان
1401/03/30,دركه خ احمدپور خ مفیدی,113,4,2,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,8814000000,آپارتمان
1401/06/23,بلوارمرزداران خ اطاعتی شمالی,81,20,1,همكف,"کولر,گاز",,,3900000000,آپارتمان
1401/09/10,جنت آباد شمالی شهرك مبعث,168,12,4,5,"شوفاژ,کولر,آسانسور,گاز",yes,,8736000000,آپارتمان
1401/09/01,شهرك غرب شهرك فاز 3,161,30,3,2,"شوفاژ,کولر,گاز",yes,yes,36000000000,آپارتمان
1401/03/30,دربندخ گلابدره خ زبردست جنوبی,120,22,2,1,"شوفاژ,کولر,آسانسور,گاز",yes,yes,8400000000,آپارتمان
1401/08/09,شریعتی بالاتر از چهارراه قصر,29,30,0,همكف,"کولر,گاز",,,10950000000,مغازه
1401/03/30,شهرك راه آهن خ مروارید,145,5,3,9,"شوفاژ,کولر,آسانسور,گاز",yes,yes,7540000000,آپارتمان
1401/09/16,ستاری پیامبرمركزی خ هجرت,122,12,2,12,"شوفاژ,کولر,آسانسور,گاز",yes,yes,15000000000,آپارتمان
1401/03/30,بلوارمرزداران خ ابوالفضل,62,7,1,4,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,3850000000,آپارتمان
1401/06/23,پونك خ مخبری,47,20,1,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,3150000000,آپارتمان
1401/09/23,بلوارمرزداران نبش 35 متری لاله,85,30,2,1,"شوفاژ,کولر,گاز",yes,yes,7500000000,آپارتمان
1401/09/06,اتوبان بابایی شهرك شهپریان,90,5,2,3,"شوفاژ,کولر,آسانسور,گاز",yes,yes,4500000000,آپارتمان
1401/03/30,سبلان شمالی خ علیپور,47,5,1,1,"شوفاژ,کولر,آسانسور,گاز",,yes,1650000000,آپارتمان
1401/06/27,ونك باغچه حصار ك كیومرث,85,20,1,همكف,"کولر,گاز",,yes,3000000000,آپارتمان
1401/03/30,ستاری خ زیتون,88,8,2,8,"کولر,آسانسور,گاز",yes,yes,4850000000,آپارتمان
1401/03/30,آیت الله كاشانی خ گلهای دوم,75,7,2,2,"کولر,آسانسور,گاز",yes,yes,5000000000,آپارتمان
1401/03/30,بلوارفردوس شرق خ علی حسینی,72,18,2,3,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,yes,4032000000,آپارتمان
1401/08/10,آیت الله كاشانی خ دانشفر,85,24,2,2,"شوفاژ,کولر,گاز",yes,yes,4800000000,آپارتمان
1401/03/30,شمس آباد خ ریحانی,128,9,2,5,"کولر,آسانسور,چیلر,گاز",yes,yes,8600000000,آپارتمان
1401/03/30,پیروزی خ بروجردی,30,نوساز,1,1,"کولر,آسانسور,پکیج,گاز",yes,,1250000000,آپارتمان
1401/09/01,پیروزی خ پرواز,60,20,2,2,"شوفاژ,کولر,گاز",yes,yes,2100000000,آپارتمان
1401/06/17,نامجو نرسیده به خ محتشمی,68,20,2,1,"کولر,آسانسور,گاز",yes,,2200000000,آپارتمان
1401/08/25,نارمك خ مدائن,54,25,1,همكف,"شوفاژ,کولر,گاز",,,2000000000,آپارتمان
1401/03/30,پیروزی خ درودیان,83,30,2,همكف,"شوفاژ,کولر,آسانسور,گاز",,yes,2400000000,آپارتمان
1401/03/30,بلوار ابوذر جنوبی خ علامه شمالی,126,نوساز,3,3,"شوفاژ,کولر,آسانسور,پکیج,گاز",,yes,8694000000,آپارتمان
1401/06/27,نبرد جنوبی خ بقائی نرسیده به شاهد پ 270,87,12,2,4,"کولر,آسانسور,گاز",,yes,2523000000,آپارتمان
1401/03/30,بزرگراه محلاتی خ ده حقی مجتمع آهنگ واحد 17,50,20,1,4,"شوفاژ,کولر,گاز",,yes,1200000000,آپارتمان
1401/03/30,نیرو هوایی خ اول,65,20,1,4,"شوفاژ,کولر,گاز",yes,yes,2190000000,آپارتمان
1401/03/30,تهرانپارس شرقی كوچه نجفی مهیاری,65,15,2,4,"کولر,گاز",yes,yes,2000000000,آپارتمان
1401/09/12,پاسداران شمالی خ نارنجستان,127,16,2,5,"شوفاژ,کولر,آسانسور,گاز",yes,yes,15240000000,آپارتمان
1401/08/29,ملاصدرا بالاتر از شیخ بهائی,162,20,2,2,"شوفاژ,کولر,آسانسور,گاز",yes,yes,16200000000,اداری
1401/03/30,شمس آباد بلوار بیژن,74,8,2,3,"شوفاژ,کولر,آسانسور,پکیج,گاز",yes,,4000000000,آپارتمان
1401/03/30,افسریه 15 متری سوم ك 34 و 35 پ 490,27,16,0,همكف,,,,5795000000,مغازه
1401/09/26,نیرو هوایی خ اول,142,نوساز,3,2,"کولر,آسانسور,پکیج",yes,yes,7810000000,آپارتمان
1401/09/20,مجیدیه شمالی نرسیده به ك داوود علی بخشی,255,30,3,كلی,"کولر,گاز",,,9660000000,مستغلات
1401/09/14,تهرانپارس فلكه اول,234,نوساز,0,همكف,"کولر,گاز",,,140000000000,تجاری
1401/09/19,دیباجی جنوبی خ مژگان,110,نوساز,2,1,"کولر,آسانسور,گاز",yes,yes,11000000000,آپارتمان
1401/09/14,گیشا 20متری پیروزی,80,,0,كلی,"کولر,گاز",,,8500000000,کلنگی
1401/09/29,اقدسیه خ سپند خ عسگری,220,نوساز,3,2,"شوفاژ,کولر,آسانسور",yes,yes,27940000000,آپارتمان
1401/03/30,آزادی بالاترازدانشگاه شریف,115,30,4,1,"شوفاژ,کولر,گاز",yes,yes,4600000000,اداری
1401/09/13,دروازه شمیران خ سادات,120,30,2,كلی,"کولر,گاز",,,11000000000,مستغلات
1401/09/01,عباس آباد نرسیده به خ خلیل حسینی,100,9,2,1,"کولر,گاز",yes,yes,7000000000,اداری
1401/08/24,ملاصدرا شیرازشمالی خ پردیس,257,30,3,3,"شوفاژ,کولر,گاز",,,17000000000,آپارتمان
1401/09/08,كریم خان خ نجات اللهی,127,30,3,4,"کولر,آسانسور,پکیج,گاز",,,4100000000,اداری
